what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1382340265295
java.specification.version,sysinfo,,,"1.5",1382340265295
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1382340265295
java.version,sysinfo,,,"1.5.0_12",1382340265295
java.vm.info,sysinfo,,,"mixed mode",1382340265295
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1382340265295
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1382340265295
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1382340265295
java.vm.specification.version,sysinfo,,,"1.0",1382340265295
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1382340265295
